sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Molise,2020-05-14,-54.0,-29.0,-31.0,-47.0,-41.0,15.0
Molise,2020-05-15,-54.0,-24.0,-37.0,-48.0,-41.0,17.0
Molise,2020-05-16,-58.0,-26.0,-32.0,-44.0,-35.0,15.0
Molise,2020-05-17,-72.0,-56.0,-34.0,-51.0,-23.0,13.0
Molise,2020-05-18,-36.0,-21.0,-18.0,-35.0,-34.0,12.0
Molise,2020-05-19,-36.0,-19.0,-5.0,-35.0,-36.0,12.0
Molise,2020-05-20,-40.0,-17.0,-36.0,-43.0,-36.0,14.0
Molise,2020-05-21,-39.0,-18.0,-21.0,-39.0,-35.0,13.0
Molise,2020-05-22,-39.0,-14.0,-9.0,-36.0,-34.0,12.0
Molise,2020-05-23,-40.0,-14.0,17.0,-30.0,-26.0,9.0
Molise,2020-05-24,-50.0,-38.0,23.0,-30.0,-12.0,7.0
Molise,2020-05-25,-31.0,-18.0,-3.0,-34.0,-32.0,11.0
Molise,2020-05-26,-32.0,-17.0,-1.0,-34.0,-31.0,11.0
Molise,2020-05-27,-32.0,-13.0,-22.0,-35.0,-32.0,12.0
Molise,2020-05-28,-31.0,-14.0,-11.0,-34.0,-31.0,10.0
Molise,2020-05-29,-37.0,-12.0,-28.0,-40.0,-33.0,13.0
Molise,2020-05-30,-39.0,-7.0,-20.0,-36.0,-24.0,12.0
Molise,2020-05-31,-44.0,-33.0,23.0,-33.0,-5.0,8.0
Molise,2020-06-01,-17.0,2.0,6.0,-28.0,-34.0,10.0
Molise,2020-06-02,-40.0,-52.0,82.0,-36.0,-62.0,14.0
Molise,2020-06-03,-21.0,-2.0,3.0,-21.0,-30.0,8.0
Molise,2020-06-04,-22.0,-5.0,8.0,-22.0,-30.0,8.0
Molise,2020-06-05,-27.0,-8.0,-21.0,-35.0,-32.0,11.0
Molise,2020-06-06,-18.0,-2.0,73.0,0.0,-19.0,4.0
Molise,2020-06-07,-17.0,-15.0,128.0,11.0,2.0,0.0
Molise,2020-06-08,-22.0,-14.0,-17.0,-26.0,-29.0,8.0
Molise,2020-06-09,-16.0,-7.0,21.0,-16.0,-26.0,6.0
Molise,2020-06-10,-15.0,-5.0,20.0,-20.0,-27.0,6.0
Molise,2020-06-11,-16.0,-6.0,9.0,-21.0,-28.0,6.0
Molise,2020-06-12,-12.0,-3.0,36.0,-14.0,-27.0,5.0
Molise,2020-06-13,-14.0,-7.0,77.0,-3.0,-16.0,2.0
Molise,2020-06-14,-12.0,-11.0,123.0,10.0,4.0,-1.0
Molise,2020-06-15,-15.0,-13.0,-1.0,-19.0,-27.0,6.0
Molise,2020-06-16,-11.0,-4.0,15.0,-18.0,-26.0,6.0
Molise,2020-06-17,-9.0,-5.0,26.0,-16.0,-25.0,5.0
Molise,2020-06-18,-8.0,-7.0,40.0,-13.0,-24.0,4.0
Molise,2020-06-19,-10.0,-4.0,43.0,-12.0,-25.0,4.0
Molise,2020-06-20,-10.0,-4.0,71.0,4.0,-15.0,1.0
Molise,2020-06-21,-7.0,-12.0,125.0,19.0,7.0,-2.0
Molise,2020-06-22,-8.0,-9.0,14.0,-12.0,-26.0,5.0
Molise,2020-06-23,-3.0,-5.0,56.0,-7.0,-24.0,3.0
Molise,2020-06-24,-1.0,-5.0,56.0,-6.0,-22.0,3.0
Molise,2020-06-25,-4.0,-6.0,62.0,-9.0,-23.0,2.0
Molise,2020-06-26,-2.0,-2.0,71.0,-4.0,-24.0,2.0
Molise,2020-06-27,-2.0,0.0,123.0,17.0,-17.0,-1.0
Molise,2020-06-28,1.0,-7.0,197.0,39.0,10.0,-6.0
Molise,2020-06-29,3.0,-1.0,75.0,3.0,-23.0,1.0
Molise,2020-06-30,2.0,1.0,86.0,0.0,-21.0,1.0
Molise,2020-07-01,1.0,-1.0,73.0,-3.0,-21.0,1.0
Molise,2020-07-02,-1.0,-4.0,72.0,-6.0,-23.0,1.0
Molise,2020-07-03,-2.0,0.0,64.0,-2.0,-23.0,2.0
Molise,2020-07-04,-4.0,4.0,65.0,13.0,-17.0,2.0
Molise,2020-07-05,6.0,-1.0,183.0,35.0,9.0,-4.0
Molise,2020-07-06,5.0,-5.0,87.0,0.0,-22.0,1.0
Molise,2020-07-07,8.0,4.0,95.0,4.0,-22.0,1.0
Molise,2020-07-08,5.0,0.0,100.0,-2.0,-20.0,1.0
Molise,2020-07-09,1.0,-3.0,100.0,-2.0,-21.0,0.0
Molise,2020-07-10,3.0,-1.0,115.0,4.0,-20.0,0.0
Molise,2020-07-11,-1.0,-3.0,160.0,22.0,-13.0,-2.0
Molise,2020-07-12,8.0,4.0,210.0,39.0,9.0,-5.0
Molise,2020-07-13,8.0,0.0,95.0,7.0,-21.0,1.0
Molise,2020-07-14,9.0,4.0,127.0,8.0,-21.0,0.0
Molise,2020-07-15,8.0,2.0,88.0,3.0,-21.0,1.0
Molise,2020-07-16,5.0,-3.0,105.0,5.0,-20.0,1.0
Molise,2020-07-17,-1.0,0.0,61.0,-2.0,-23.0,4.0
Molise,2020-07-18,7.0,9.0,120.0,33.0,-16.0,1.0
Molise,2020-07-19,17.0,7.0,224.0,66.0,12.0,-6.0
Molise,2020-07-20,9.0,-2.0,137.0,13.0,-21.0,0.0
Molise,2020-07-21,11.0,0.0,165.0,18.0,-21.0,-1.0
Molise,2020-07-22,11.0,0.0,142.0,13.0,-19.0,0.0
Molise,2020-07-23,8.0,3.0,130.0,11.0,-20.0,0.0
Molise,2020-07-24,6.0,4.0,130.0,15.0,-21.0,0.0
Molise,2020-07-25,8.0,7.0,144.0,43.0,-16.0,0.0
Molise,2020-07-26,17.0,0.0,290.0,84.0,14.0,-9.0
Molise,2020-07-27,13.0,2.0,160.0,21.0,-20.0,-1.0
Molise,2020-07-28,15.0,3.0,170.0,20.0,-19.0,-1.0
Molise,2020-07-29,13.0,2.0,155.0,18.0,-21.0,-1.0
Molise,2020-07-30,11.0,1.0,154.0,17.0,-21.0,-1.0
Molise,2020-07-31,12.0,3.0,157.0,22.0,-22.0,-1.0
Molise,2020-08-01,12.0,6.0,196.0,50.0,-14.0,-4.0
Molise,2020-08-02,25.0,16.0,307.0,84.0,14.0,-8.0
Molise,2020-08-03,25.0,10.0,216.0,31.0,-24.0,-1.0
Molise,2020-08-04,29.0,16.0,223.0,35.0,-26.0,0.0
Molise,2020-08-05,26.0,18.0,105.0,25.0,-26.0,2.0
Molise,2020-08-06,26.0,16.0,126.0,33.0,-28.0,2.0
Molise,2020-08-07,28.0,16.0,157.0,41.0,-26.0,0.0
Molise,2020-08-08,24.0,13.0,204.0,77.0,-16.0,-2.0
Molise,2020-08-09,41.0,16.0,355.0,115.0,16.0,-8.0
Molise,2020-08-10,46.0,20.0,290.0,64.0,-30.0,0.0
Molise,2020-08-11,51.0,24.0,,71.0,-30.0,-2.0
Molise,2020-08-12,52.0,30.0,,71.0,-30.0,-1.0
Molise,2020-08-13,54.0,38.0,331.0,81.0,-33.0,-2.0
Molise,2020-08-14,54.0,60.0,348.0,93.0,-39.0,0.0
Molise,2020-08-15,-9.0,-57.0,320.0,92.0,-48.0,-6.0
Molise,2020-08-16,51.0,35.0,,166.0,10.0,-9.0
Molise,2020-08-17,,,,,-38.0,1.0
Molise,2020-08-18,,,,,-35.0,0.0
Molise,2020-08-19,,,,,-32.0,1.0
Molise,2020-08-20,,,,,-32.0,0.0
Molise,2020-08-21,,,,,-33.0,1.0
Molise,2020-08-22,23.0,,,,-14.0,-3.0
Molise,2020-08-23,,,,,,-8.0
Molise,2020-08-24,,,,,-24.0,1.0
Molise,2020-08-25,,,,,-22.0,1.0
Molise,2020-08-26,,,,,-19.0,0.0
Molise,2020-08-27,,,,,-21.0,0.0
Molise,2020-08-28,20.0,,,,-22.0,0.0
Molise,2020-08-29,11.0,,,,-9.0,-3.0
Molise,2020-08-30,,,,,,-7.0
Molise,2020-08-31,,,,,-25.0,2.0
Molise,2020-09-01,,,,,-19.0,0.0
Molise,2020-09-02,,,,,-19.0,1.0
Molise,2020-09-03,7.0,,,,-20.0,1.0
Molise,2020-09-04,7.0,,,,-20.0,1.0
Molise,2020-09-05,5.0,,,,-8.0,-3.0
Molise,2020-09-06,,,,,,-8.0
Molise,2020-09-07,,,,,-19.0,0.0
Molise,2020-09-08,,,,,-19.0,-1.0
Molise,2020-09-09,,,,,-17.0,0.0
Molise,2020-09-10,5.0,,,,-18.0,-3.0
Molise,2020-09-11,6.0,0.0,75.0,10.0,-19.0,-4.0
Molise,2020-09-12,3.0,-3.0,109.0,19.0,-10.0,-7.0
Molise,2020-09-13,8.0,-4.0,158.0,46.0,13.0,-9.0
Molise,2020-09-14,8.0,1.0,48.0,16.0,-16.0,-3.0
Molise,2020-09-15,7.0,3.0,63.0,16.0,-15.0,-3.0
Molise,2020-09-16,7.0,1.0,44.0,13.0,-15.0,-2.0
Molise,2020-09-17,3.0,-1.0,49.0,11.0,-17.0,-2.0
Molise,2020-09-18,4.0,-2.0,52.0,9.0,-16.0,-2.0
Molise,2020-09-19,2.0,-3.0,108.0,22.0,-8.0,-3.0
Molise,2020-09-20,3.0,-4.0,156.0,38.0,16.0,-5.0
Molise,2020-09-21,0.0,-3.0,44.0,11.0,-18.0,0.0
Molise,2020-09-22,2.0,1.0,52.0,9.0,-16.0,0.0
Molise,2020-09-23,0.0,3.0,27.0,9.0,-14.0,1.0
Molise,2020-09-24,-3.0,-1.0,42.0,12.0,-13.0,0.0
Molise,2020-09-25,-10.0,1.0,3.0,1.0,-16.0,2.0
Molise,2020-09-26,-5.0,5.0,43.0,4.0,-8.0,1.0
Molise,2020-09-27,-21.0,-13.0,-2.0,-6.0,0.0,4.0
Molise,2020-09-28,-4.0,1.0,1.0,2.0,-13.0,2.0
Molise,2020-09-29,3.0,7.0,38.0,14.0,-10.0,0.0
Molise,2020-09-30,1.0,7.0,26.0,13.0,-12.0,-1.0
Molise,2020-10-01,-4.0,6.0,36.0,11.0,-9.0,-2.0
Molise,2020-10-02,-5.0,4.0,28.0,14.0,-10.0,-1.0
Molise,2020-10-03,-5.0,3.0,54.0,14.0,-5.0,-2.0
Molise,2020-10-04,-5.0,-5.0,100.0,27.0,4.0,-3.0
Molise,2020-10-05,-7.0,-1.0,11.0,9.0,-10.0,0.0
Molise,2020-10-06,-2.0,6.0,36.0,15.0,-8.0,-2.0
Molise,2020-10-07,-7.0,4.0,-7.0,2.0,-9.0,1.0
Molise,2020-10-08,-7.0,1.0,19.0,6.0,-7.0,0.0
Molise,2020-10-09,-6.0,3.0,27.0,6.0,-9.0,0.0
Molise,2020-10-10,-8.0,1.0,65.0,14.0,-2.0,-1.0
Molise,2020-10-11,-18.0,-6.0,11.0,-8.0,-2.0,3.0
Molise,2020-10-12,-11.0,-2.0,-10.0,0.0,-8.0,3.0
Molise,2020-10-13,-8.0,3.0,-1.0,2.0,-7.0,2.0
Molise,2020-10-14,-7.0,4.0,3.0,-1.0,-6.0,2.0
Molise,2020-10-15,-12.0,2.0,-7.0,-6.0,-8.0,4.0
Molise,2020-10-16,-12.0,3.0,-5.0,-6.0,-8.0,3.0
Molise,2020-10-17,-14.0,4.0,32.0,-6.0,-5.0,3.0
Molise,2020-10-18,-17.0,-12.0,51.0,-2.0,-3.0,3.0
Molise,2020-10-19,-10.0,-3.0,6.0,-3.0,-9.0,3.0
Molise,2020-10-20,-8.0,4.0,18.0,1.0,-6.0,2.0
Molise,2020-10-21,-7.0,3.0,9.0,-1.0,-6.0,2.0
Molise,2020-10-22,-11.0,0.0,9.0,-1.0,-8.0,2.0
Molise,2020-10-23,-12.0,4.0,11.0,-6.0,-12.0,3.0
Molise,2020-10-24,-18.0,3.0,-5.0,-12.0,-9.0,5.0
Molise,2020-10-25,-19.0,-8.0,54.0,-7.0,-2.0,3.0
Molise,2020-10-26,-16.0,-3.0,-2.0,-5.0,-11.0,4.0
Molise,2020-10-27,-14.0,6.0,0.0,-9.0,-15.0,6.0
Molise,2020-10-28,-15.0,5.0,-7.0,-14.0,-15.0,6.0
Molise,2020-10-29,-19.0,0.0,-4.0,-13.0,-17.0,5.0
Molise,2020-10-30,-20.0,6.0,2.0,-12.0,-18.0,6.0
Molise,2020-10-31,-22.0,8.0,30.0,-11.0,-17.0,5.0
Molise,2020-11-01,-30.0,-21.0,48.0,-9.0,-12.0,5.0
Molise,2020-11-02,-18.0,-3.0,-2.0,-15.0,-29.0,6.0
Molise,2020-11-03,-17.0,2.0,6.0,-12.0,-19.0,6.0
Molise,2020-11-04,-20.0,-1.0,-8.0,-19.0,-20.0,7.0
Molise,2020-11-05,-25.0,-3.0,-20.0,-26.0,-22.0,9.0
Molise,2020-11-06,-28.0,-1.0,-21.0,-31.0,-24.0,10.0
Molise,2020-11-07,-33.0,-4.0,11.0,-28.0,-24.0,10.0
Molise,2020-11-08,-40.0,-34.0,42.0,-25.0,-18.0,8.0
Molise,2020-11-09,-24.0,-8.0,-10.0,-28.0,-23.0,9.0
Molise,2020-11-10,-22.0,-2.0,0.0,-24.0,-23.0,8.0
Molise,2020-11-11,-23.0,-2.0,-5.0,-28.0,-23.0,9.0
Molise,2020-11-12,-26.0,-5.0,-7.0,-28.0,-24.0,10.0
Molise,2020-11-13,-27.0,0.0,-14.0,-29.0,-25.0,11.0
Molise,2020-11-14,-32.0,-1.0,1.0,-32.0,-25.0,11.0
Molise,2020-11-15,-42.0,-31.0,28.0,-29.0,-20.0,9.0
Molise,2020-11-16,-27.0,-9.0,-26.0,-31.0,-24.0,10.0
Molise,2020-11-17,-26.0,-6.0,-28.0,-33.0,-25.0,11.0
Molise,2020-11-18,-25.0,-3.0,-19.0,-33.0,-25.0,12.0
Molise,2020-11-19,-28.0,-7.0,-13.0,-34.0,-26.0,11.0
Molise,2020-11-20,-35.0,-9.0,-41.0,-41.0,-28.0,14.0
Molise,2020-11-21,-41.0,-7.0,-41.0,-47.0,-29.0,15.0
Molise,2020-11-22,-46.0,-30.0,-21.0,-41.0,-23.0,12.0
Molise,2020-11-23,-24.0,-8.0,-19.0,-32.0,-26.0,11.0
Molise,2020-11-24,-23.0,-4.0,-16.0,-30.0,-25.0,10.0
Molise,2020-11-25,-23.0,-3.0,-17.0,-32.0,-25.0,11.0
Molise,2020-11-26,-25.0,-4.0,-12.0,-30.0,-25.0,10.0
Molise,2020-11-27,-24.0,2.0,-17.0,-33.0,-25.0,10.0
Molise,2020-11-28,-30.0,1.0,1.0,-34.0,-24.0,11.0
Molise,2020-11-29,-49.0,-27.0,-45.0,-49.0,-24.0,13.0
Molise,2020-11-30,-21.0,-3.0,-21.0,-33.0,-22.0,10.0
Molise,2020-12-01,-18.0,2.0,-13.0,-30.0,-21.0,9.0
Molise,2020-12-02,-22.0,2.0,-33.0,-34.0,-21.0,10.0
Molise,2020-12-03,-26.0,-3.0,-37.0,-35.0,-23.0,11.0
Molise,2020-12-04,-22.0,7.0,-19.0,-32.0,-22.0,10.0
Molise,2020-12-05,-27.0,4.0,3.0,-32.0,-22.0,10.0
Molise,2020-12-06,-47.0,-26.0,-37.0,-47.0,-23.0,13.0
Molise,2020-12-07,-8.0,17.0,0.0,-31.0,-35.0,10.0
Molise,2020-12-08,-46.0,-51.0,-34.0,-54.0,-69.0,21.0
Molise,2020-12-09,-18.0,8.0,-22.0,-30.0,-23.0,9.0
Molise,2020-12-10,-22.0,4.0,-17.0,-29.0,-23.0,9.0
Molise,2020-12-11,-24.0,7.0,-25.0,-33.0,-25.0,10.0
Molise,2020-12-12,-26.0,4.0,17.0,-27.0,-23.0,10.0
Molise,2020-12-13,-38.0,-17.0,-4.0,-32.0,-14.0,10.0
Molise,2020-12-14,-17.0,1.0,-14.0,-27.0,-23.0,8.0
Molise,2020-12-15,-13.0,9.0,0.0,-22.0,-22.0,8.0
Molise,2020-12-16,-14.0,13.0,-6.0,-23.0,-22.0,8.0
Molise,2020-12-17,-16.0,10.0,-2.0,-24.0,-22.0,8.0
Molise,2020-12-18,-15.0,16.0,-3.0,-26.0,-23.0,8.0
Molise,2020-12-19,-20.0,14.0,33.0,-18.0,-21.0,8.0
Molise,2020-12-20,-25.0,8.0,39.0,-8.0,-7.0,7.0
Molise,2020-12-21,-2.0,22.0,1.0,-23.0,-22.0,7.0
Molise,2020-12-22,3.0,36.0,29.0,-15.0,-22.0,6.0
Molise,2020-12-23,14.0,59.0,50.0,-6.0,-27.0,5.0
Molise,2020-12-24,-59.0,-21.0,-49.0,-52.0,-60.0,20.0
Molise,2020-12-25,-88.0,-90.0,-69.0,-73.0,-80.0,28.0
Molise,2020-12-26,-88.0,-86.0,-74.0,-75.0,-69.0,26.0
Molise,2020-12-27,-73.0,-30.0,-56.0,-54.0,-33.0,17.0
Molise,2020-12-28,-30.0,1.0,-40.0,-40.0,-40.0,14.0
Molise,2020-12-29,-24.0,16.0,-11.0,-30.0,-38.0,12.0
Molise,2020-12-30,-17.0,45.0,-12.0,-30.0,-37.0,12.0
Molise,2020-12-31,-54.0,-7.0,-42.0,-49.0,-56.0,20.0
Piedmont,2020-02-15,1.0,0.0,23.0,4.0,0.0,-1.0
Piedmont,2020-02-16,1.0,0.0,5.0,7.0,1.0,-1.0
Piedmont,2020-02-17,-1.0,1.0,3.0,0.0,0.0,0.0
Piedmont,2020-02-18,2.0,0.0,22.0,3.0,0.0,0.0
Piedmont,2020-02-19,1.0,0.0,15.0,0.0,0.0,0.0
Piedmont,2020-02-20,2.0,1.0,23.0,4.0,0.0,0.0
Piedmont,2020-02-21,1.0,1.0,25.0,5.0,0.0,0.0
Piedmont,2020-02-22,-3.0,2.0,28.0,5.0,-3.0,0.0
